nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0000766	Theodoros Angelopoulos	1935	2012	director,writer,producer	tt0114863,tt0156794,tt0096288,tt0081148
nm0000767	Jean-Hugues Anglade	1955	null	actor,director,writer	tt0110963,tt0100263,tt0090095,tt0090563
nm0000768	Francesca Annis	1945	null	actress	tt0077042,tt0087182,tt0375920,tt0085811
nm0000769	Susan Anspach	1942	2018	actress,soundtrack	tt0069097,tt0069808,tt0082770,tt0065724
nm0000770	David Anspaugh	1946	null	producer,director	tt0108002,tt0081873,tt4196848,tt0091217
nm0000771	Lysette Anthony	1963	null	actress,producer	tt0104466,tt0085811,tt0099363,tt0112896
nm0000772	Susan Anton	1950	null	actress,soundtrack,producer	tt0087032,tt0079225,tt0078694,tt0096542
nm0000773	Laura Antonelli	1941	2015	actress	tt0082883,tt0070358,tt0074686,tt0071844
nm0000774	Michelangelo Antonioni	1912	2007	writer,director,editor	tt0047821,tt0073580,tt0060176,tt0053619
nm0000775	Christina Applegate	1971	null	actress,producer,soundtrack	tt0092400,tt4651520,tt0253867,tt0101757
nm0000776	Michael Apted	1941	2021	director,producer,miscellaneous	tt1734493,tt0157583,tt0143145,tt0384766
nm0000777	Gregg Araki	1959	null	writer,director,producer	tt1523483,tt2238050,tt0094134,tt0370986
nm0000778	Alfonso Arau	1932	null	actor,director,writer	tt0114887,tt2380307,tt0103994,tt0092086
nm0000779	Roscoe 'Fatty' Arbuckle	1887	1933	actor,director,writer	tt0012382,tt0007819,tt0007761,tt0009123
nm0000780	Denys Arcand	1941	null	writer,director,actor	tt0097635,tt0338135,tt7231342,tt0090985
nm0000781	Eve Arden	1908	1990	actress,soundtrack	tt0044287,tt0077631,tt0037913,tt0052561
nm0000782	Asia Argento	1975	null	actress,director,writer	tt0368774,tt0804507,tt0418819,tt0295701
nm0000783	Dario Argento	1940	null	writer,director,producer	tt0087909,tt0093677,tt0073582,tt0065143
nm0000784	Pedro Armendáriz	1912	1963	actor,producer	tt0037981,tt0057076,tt0040369,tt0040064
nm0000785	Alison Armitage	1965	null	actress	tt0155425,tt0116695,tt0105930,tt0180339
nm0000786	George Armitage	1942	null	producer,writer,director	tt0119229,tt0075393,tt0065760,tt0100143
nm0000787	Bess Armstrong	1953	null	actress	tt0091653,tt0108872,tt0085750,tt0082405
nm0000788	Gillian Armstrong	1950	null	director,producer,writer	tt0079596,tt0245046,tt0117206,tt0110367
nm0000789	Desi Arnaz	1917	1986	producer,actor,production_manager	tt0047191,tt1243974,tt0043208,tt0041475
nm0000790	James Arness	1923	2011	actor,producer,miscellaneous	tt0047573,tt0047736,tt0092527,tt0044121
nm0000791	Jack Arnold	1912	1992	director,producer,writer	tt0050539,tt0046876,tt0045920,tt0043138
nm0000792	Tom Arnold	1959	null	actor,producer,writer	tt0111503,tt0119640,tt0242445,tt0117768
nm0000793	Alexis Arquette	1969	2016	actress,art_department,producer	tt0160862,tt0105046,tt0110912,tt0144120
nm0000794	Lewis Arquette	1935	2001	actor,writer,producer	tt0098439,tt0185431,tt0118111,tt0078966
nm0000795	Jean Arthur	1900	1991	actress,soundtrack	tt0046303,tt0031679,tt0030993,tt0036172
nm0000796	Dana Ashbrook	1967	null	actor,writer	tt0105665,tt0098936,tt5334704,tt0095990
nm0000797	Hal Ashby	1929	1988	director,editorial_department,actor	tt0078841,tt0070290,tt0067185,tt0061811
nm0000798	Linden Ashby	1960	null	actor,director	tt1567432,tt0432021,tt0113855,tt0111756
nm0000799	Edward Asner	1929	2021	actor,producer,soundtrack	tt0319343,tt0065314,tt0075572,tt1049413
nm0000800	Armand Assante	1949	null	actor,producer,soundtrack	tt0104802,tt0765429,tt0116441,tt0113492
nm0000801	Olivier Assayas	1955	null	writer,director,producer	tt0401711,tt2452254,tt1321865,tt4714782
nm0000802	Mary Astor	1906	1987	actress,soundtrack	tt0033870,tt0034428,tt0035169,tt0033677
nm0000803	Christopher Atkins	1961	null	actor,writer,producer	tt0086011,tt0080453,tt0084504,tt0493406
nm0000804	Stéphane Audran	1932	2018	actress,soundtrack	tt0068361,tt0064106,tt0062728,tt0092603
nm0000805	Claudine Auger	1941	2019	actress,soundtrack	tt0059800,tt0067656,tt0080718,tt1369743
nm0000806	Bille August	1948	null	director,writer,cinematographer	tt0107151,tt0119683,tt0093713,tt0257215
nm0000807	Jane Austen	1775	1817	writer	tt13456318,tt0116191,tt0114388,tt0414387
nm0000808	Paul Auster	1947	null	writer,director,producer	tt0125879,tt0479074,tt3350042,tt0114478
nm0000809	Daniel Auteuil	1950	null	actor,director,writer	tt0243493,tt0387898,tt1473063,tt0091288
nm0000810	Gene Autry	1907	1998	music_artist,soundtrack,actor	tt0042110,tt0034106,tt0027361,tt0026867
nm0000811	Frankie Avalon	1940	null	soundtrack,actor,producer	tt0059726,tt0058953,tt0077631,tt0112641
nm0000812	Roger Avary	1965	null	producer,writer,director	tt0105236,tt0110265,tt0110912,tt0442933
nm0000813	Tex Avery	1908	1980	director,actor,writer	tt0033260,tt0032243,tt0038702,tt0038595
nm0000814	John G. Avildsen	1935	2017	director,editor,producer	tt0075148,tt0100507,tt0097647,tt0087538
nm0000815	Mili Avital	1972	null	actress,director,editor	tt0120723,tt0112817,tt0111282,tt0181199
nm0000816	Jon Avnet	1949	null	producer,director,writer	tt0118055,tt0947798,tt0086200,tt0101921
nm0000817	Lew Ayres	1908	1996	actor,soundtrack,director	tt0020629,tt0069768,tt0030241,tt0040495
nm0000818	Shabana Azmi	1950	null	actress,music_department	tt0083578,tt5286444,tt0116308,tt2792284
nm0000819	Barbara Bach	1946	null	actress,soundtrack	tt0076752,tt0064750,tt0077572,tt0080058
nm0000820	Burt Bacharach	1928	2023	soundtrack,composer,music_department	tt0064115,tt0145660,tt0119738,tt0082031
nm0000821	Amitabh Bachchan	1942	null	music_artist,actor,producer	tt0337578,tt5571734,tt0375611,tt0213890
nm0000822	Jim Backus	1913	1989	actor,soundtrack,writer	tt0076538,tt0057751,tt0048545,tt0057193
nm0000823	Angelo Badalamenti	1937	2022	composer,music_department,soundtrack	tt0116922,tt0344510,tt0166924,tt0105665
nm0000824	John Badham	1939	null	director,producer,actor	tt0113972,tt0086567,tt0076666,tt0091949
nm0000825	Mary Badham	1952	null	actress	tt0060626,tt0061089,tt0052520,tt0056592
nm0000826	Jane Badler	1953	null	actress,producer,soundtrack	tt4054004,tt0086822,tt0085106,tt4244730
nm0000827	Maxine Bahns	1971	null	actress	tt6517320,tt8558774,tt0117628,tt0112585
nm0000828	Barbara Bain	1931	null	actress,soundtrack	tt0270197,tt0072564,tt8717656,tt0060009
nm0000829	Stuart Baird	1947	null	editor,editorial_department,director	tt0253754,tt1074638,tt0078346,tt0381061
nm0000830	Oksana Baiul	1977	null	actress	tt0118186,tt0243458,tt7462076,tt0115101
nm0000832	Diane Baker	1938	null	actress,producer,production_manager	tt0058329,tt0057426,tt0102926,tt0115798
nm0000833	Joe Don Baker	1936	null	actor,miscellaneous,production_manager	tt0113189,tt0093428,tt0112715,tt0116996
nm0000834	Kathy Baker	1950	null	actress,producer	tt0159365,tt1315216,tt0103512,tt0099487
nm0000835	Ralph Bakshi	1938	null	director,animation_department,producer	tt0085542,tt0077869,tt0076929,tt0068612
nm0000836	Scott Bakula	1954	null	actor,producer,soundtrack	tt0169547,tt0096684,tt0244365,tt1291580
nm0000837	Bob Balaban	1945	null	actor,director,producer	tt0379725,tt0075860,tt0310281,tt0280707
nm0000838	Daniel Baldwin	1960	null	actor,producer,director	tt1600194,tt0758751,tt0368479,tt1830617
nm0000839	Ina Balin	1937	1990	actress,writer,producer	tt0058456,tt0076984,tt0053841,tt0054757
nm0000840	Lucille Ball	1911	1989	producer,actress,production_manager	tt0062570,tt0055686,tt0047191,tt0043208
nm0000841	Michael Ballhaus	1935	2017	cinematographer,director,actor	tt0106226,tt0103874,tt0217505,tt0099685
nm0000842	Martin Balsam	1919	1996	actor	tt0059798,tt0054215,tt0050083,tt0074119
nm0000843	Anne Bancroft	1931	2005	actress,soundtrack,director	tt0119223,tt0076843,tt0061722,tt0056241
nm0000844	Tamasaburô Bandô	1950	null	actor,director,writer	tt0079041,tt0108639,tt0184507,tt0230866
nm0000845	Tallulah Bankhead	1902	1968	actress	tt0037017,tt0022814,tt0038040,tt0059106
nm0000846	Ian Bannen	1928	1999	actor	tt0112573,tt0093209,tt0166396,tt0059183
nm0000847	Theda Bara	1885	1955	actress,writer	tt0009792,tt0007769,tt0005339,tt0005100
nm0000848	Olivia Barash	null	null	actress,soundtrack,producer	tt0090213,tt0101761,tt0083412,tt0087995
nm0000849	Javier Bardem	1969	null	actor,producer,soundtrack	tt0477348,tt1074638,tt0369702,tt1164999
nm0000850	Clive Barker	1952	null	writer,producer,actor	tt0103919,tt0100260,tt0093177,tt0887261
nm0000851	Lex Barker	1919	1973	actor	tt0059915,tt0045220,tt0043025,tt0058751
nm0000852	Jean-Marc Barr	1960	null	actor,producer,director	tt0095250,tt0178721,tt1462411,tt1692227
nm0000853	Bruno Barreto	1955	null	director,producer,writer	tt0119815,tt2217458,tt0077452,tt0086871
nm0000854	Majel Barrett	1932	2008	actress,producer,writer	tt0117731,tt0070909,tt0111280,tt0253754
nm0000855	Raymond J. Barry	1939	null	actor	tt0110955,tt0841046,tt0305711,tt0106856
nm0000856	Ethel Barrymore	1879	1959	actress	tt0038975,tt0039694,tt0037135,tt0041746
nm0000857	John Drew Barrymore	1932	2004	actor,director	tt0052504,tt0134061,tt0055866,tt0055855
nm0000858	John Barrymore	1882	1942	actor,soundtrack,writer	tt0025919,tt0022454,tt0022958,tt0023948
nm0000859	Lionel Barrymore	1878	1954	actor,director,soundtrack	tt0038650,tt0040506,tt0021885,tt0030993
nm0000860	Paul Bartel	1938	2000	actor,director,writer	tt0114814,tt0116225,tt0098261,tt0083869
nm0000861	Freddie Bartholomew	1924	1992	producer,actor,soundtrack	tt0026266,tt0028691,tt0030368,tt0030384
nm0000862	Robin Bartlett	1951	null	actress,miscellaneous	tt0120632,tt1130884,tt0097722,tt2042568
nm0000863	Billy Barty	1924	2000	actor,soundtrack,director	tt0089469,tt0083254,tt0096446,tt0093507
nm0000864	Mikhail Baryshnikov	1948	null	actor,producer,miscellaneous	tt0101606,tt0090319,tt0076843,tt0136439
nm0000865	Richard Basehart	1914	1984	actor,director,miscellaneous	tt0047528,tt0057798,tt0049513,tt0043560
nm0000866	Saul Bass	1920	1996	miscellaneous,art_department,animation_department	tt0070531,tt0063804,tt0086162,tt0053125
nm0000867	Jason Bateman	1969	null	actor,producer,director	tt2704998,tt0367279,tt2948356,tt2170299
nm0000868	Justine Bateman	1966	null	actress,producer,soundtrack	tt0083413,tt0367279,tt6662050,tt6852672
nm0000869	Alan Bates	1934	2003	actor,soundtrack,producer	tt0066579,tt0164184,tt0265349,tt0280707
nm0000870	Kathy Bates	1948	null	actress,director,soundtrack	tt0109642,tt0120338,tt0257360,tt0100157
nm0000871	Randall Batinkoff	1968	null	actor,producer,director	tt2357144,tt0105327,tt0103893,tt0119874
nm0000872	Patrick Bauchau	1938	null	actor,writer,producer	tt0090264,tt0115320,tt0319969,tt0258000
nm0000873	Belinda Bauer	1950	null	actress	tt0090066,tt0085549,tt0100502,tt0098546
nm0000874	Steven Bauer	1956	null	actor,producer,soundtrack	tt0086250,tt0117381,tt0181865,tt1769323
nm0000875	L. Frank Baum	1856	1919	writer,producer,miscellaneous	tt0004207,tt0000679,tt0032138,tt0089908
nm0000876	Noah Baumbach	1969	null	writer,director,producer	tt7653254,tt6160448,tt2347569,tt0367089
nm0000877	Lamberto Bava	1944	null	director,assistant_director,producer	tt0101493,tt0088100,tt0089013,tt0090930
nm0000878	Mario Bava	1914	1980	cinematographer,special_effects,director	tt0067656,tt0068863,tt0059792,tt0055022
nm0000879	Anne Baxter	1923	1985	actress,soundtrack,producer	tt0042192,tt0035015,tt0049833,tt0038873
nm0000880	Meredith Baxter	1947	null	actress,soundtrack,producer	tt0105833,tt0083413,tt0073992,tt0074119
nm0000881	Michael Bay	1965	null	producer,director,actor	tt2109248,tt1055369,tt0117500,tt0120591
nm0000882	Nathalie Baye	1948	null	actress,soundtrack,writer	tt1650048,tt0264464,tt0204709,tt0174330
nm0000883	Stephanie Beacham	1947	null	actress,soundtrack	tt0068505,tt0081856,tt0452643,tt0096698
nm0000884	Jennifer Beals	1963	null	actress,producer,soundtrack	tt0113101,tt0085549,tt0088851,tt1037705
nm0000885	Ned Beatty	1937	2021	actor,soundtrack	tt0068473,tt0074958,tt0822854,tt0078346
nm0000886	Warren Beatty	1937	null	actor,soundtrack,producer	tt0118798,tt0061418,tt0077663,tt0082979
nm0000887	Harold Becker	1928	null	director,producer,cinematographer	tt0107497,tt0249478,tt0120749,tt0098273
nm0000888	Meret Becker	1969	null	actress,composer,soundtrack	tt0408306,tt0111613,tt0111183,tt0128133
nm0000889	Bonnie Bedelia	1948	null	actress,soundtrack	tt0099423,tt0095016,tt0085656,tt0100404
nm0000890	Noah Beery Jr.	1913	1994	actor,soundtrack	tt0031762,tt0040724,tt0070895,tt0071042
nm0000891	Wallace Beery	1885	1949	actor,director,soundtrack	tt0040271,tt0022958,tt0025948,tt0023948
nm0000892	Jason Beghe	1960	null	actor,producer	tt1458175,tt0119173,tt0103074,tt0095652
nm0000893	Ed Begley Jr.	1949	null	actor,producer,director	tt0910936,tt0310281,tt1178663,tt0218839
nm0000894	Jean-Jacques Beineix	1946	2022	assistant_director,producer,director	tt0098226,tt0104473,tt0090563,tt0082269
nm0000895	Barbara Bel Geddes	1922	2005	actress,soundtrack	tt0042832,tt0040221,tt0052357,tt0077000
nm0000896	Harry Belafonte	1927	null	soundtrack,actor,producer	tt0116745,tt0308055,tt7349662,tt0053454
nm0000897	Ralph Bellamy	1904	1991	actor,soundtrack	tt0028597,tt0086465,tt0034398,tt0032599
nm0000898	Kathleen Beller	1956	null	actress	tt0077952,tt0084749,tt0071562,tt0081856
nm0000899	Monica Bellucci	1964	null	actress,soundtrack	tt0465602,tt0234215,tt0213847,tt0242653
nm0000900	Pamela Bellwood	1944	null	actress	tt0081856,tt0081485,tt0075648,tt0075359
nm0000901	Jean-Paul Belmondo	1933	2021	actor,producer,stunts	tt0059592,tt0053472,tt0061452,tt0055082
nm0000902	Jim Belushi	1954	null	actor,music_department,producer	tt0072562,tt0095963,tt0097637,tt0117468
nm0000903	Brian Benben	1956	null	actor,producer,writer	tt0167547,tt0110939,tt0099817,tt0098780
nm0000904	William Bendix	1906	1964	actor,soundtrack,writer	tt0038369,tt0044863,tt0037017,tt0034798
nm0000905	Roberto Benigni	1952	null	actor,writer,director	tt0102164,tt0419198,tt0090967,tt0118799
nm0000906	Annette Bening	1958	null	actress,soundtrack	tt0099703,tt0842926,tt0169547,tt4385888
nm0000907	Richard Benjamin	1938	null	actor,director,producer	tt0073766,tt0070909,tt0070291,tt0118954
nm0000908	David Bennent	1966	null	actor	tt0089469,tt0303457,tt0078875,tt0085289
nm0000909	Constance Bennett	1904	1965	actress,soundtrack,producer	tt0024506,tt0021825,tt0023786,tt0029682
nm0000910	Joan Bennett	1910	1990	actress,soundtrack	tt0076786,tt0048801,tt0059978,tt0033873
nm0000911	Nigel Bennett	1949	null	actor,director,soundtrack	tt5580390,tt0103417,tt0115243,tt0284978
nm0000912	Jack Benny	1894	1974	actor,soundtrack,producer	tt0035446,tt0042116,tt0034780,tt0033457
nm0000913	Robby Benson	1956	null	actor,director,soundtrack	tt0040053,tt0101414,tt0076500,tt0108778
nm0000914	Robert Benton	1932	null	writer,director,producer	tt0061418,tt0078346,tt0079417,tt0087921
nm0000915	Bruce Beresford	1940	null	director,producer,writer	tt0097239,tt0080310,tt0091081,tt4196848
nm0000916	Peter Berg	1964	null	producer,actor,writer	tt1091191,tt0369339,tt0108724,tt0124198
nm0000917	Polly Bergen	1930	2014	actress,soundtrack,miscellaneous	tt0055824,tt0099329,tt0048893,tt0058266
nm0000918	Helmut Berger	1944	null	actor,soundtrack	tt0073634,tt0068883,tt0064118,tt0099674
nm0000919	Senta Berger	1941	null	actress,producer,soundtrack	tt0896680,tt0061568,tt0062657,tt0090465
nm0000920	Patrick Bergin	1951	null	actor,soundtrack,producer	tt0102945,tt0102797,tt0102340,tt0105112
nm0000921	Andrew Bergman	1945	null	writer,director,producer	tt0071230,tt0117765,tt0089155,tt0110167
nm0000922	Sandahl Bergman	1951	null	actress,soundtrack	tt0093171,tt0082198,tt0089893,tt0090009
nm0000923	Busby Berkeley	1895	1976	miscellaneous,director,music_department	tt0029725,tt0027686,tt0026421,tt0025028
nm0000924	Elizabeth Berkley	1972	null	actress,producer,soundtrack	tt0116313,tt1231277,tt0256524,tt0114436
nm0000925	Steven Berkoff	1937	null	actor,writer,director	tt0086960,tt1243957,tt0066921,tt0086034
nm0000926	Milton Berle	1908	2002	actor,producer,soundtrack	tt0060801,tt0040041,tt0057193,tt0079588
nm0000927	Irving Berlin	1888	1989	soundtrack,music_department,writer	tt0038370,tt0036430,tt0029852,tt0034862
nm0000928	Sandra Bernhard	1955	null	actress,soundtrack,writer	tt0085794,tt0102070,tt0120901,tt0138967
nm0000929	Corbin Bernsen	1954	null	actor,producer,writer	tt0097815,tt0116075,tt0373469,tt0110442
nm0000930	Elmer Bernstein	1922	2004	music_department,composer,soundtrack	tt0297884,tt0120891,tt0056592,tt0054047
nm0000931	Elizabeth Berridge	1962	null	actress	tt0106039,tt0082427,tt0086879,tt0317648
nm0000932	Halle Berry	1966	null	actress,producer,director	tt0246460,tt0285742,tt0327554,tt0348836
nm0000933	Valerie Bertinelli	1960	null	actress,producer,soundtrack	tt0095816,tt0078924,tt4905966,tt0072554
nm0000934	Bernardo Bertolucci	1941	2018	writer,director,producer	tt0065571,tt0117737,tt0093389,tt0070849
nm0000935	Bibi Besch	1942	1996	actress	tt0084726,tt0104118,tt0100814,tt0098384
nm0000936	Martine Beswick	1941	null	actress,soundtrack	tt0061429,tt0068502,tt0059800,tt0057076
nm0000937	Richard Beymer	1939	null	actor,cinematographer,editor	tt0055614,tt0098936,tt0226836,tt0056197
nm0000938	Daniela Bianchi	1942	null	actress	tt0060704,tt0057076,tt0062078,tt0062397
nm0000939	Adrian Biddle	1952	2005	cinematographer,camera_department	tt0103594,tt0090605,tt0103074,tt0434409
nm0000940	Bigas Luna	1946	2013	writer,director,producer	tt0129923,tt0090644,tt0078934,tt0104545
nm0000941	Kathryn Bigelow	1951	null	director,producer,writer	tt0887912,tt1790885,tt0093605,tt0114558
nm0000942	Theodore Bikel	1924	2015	actor,soundtrack,director	tt0058385,tt0051525,tt0043265,tt0050356
nm0000943	Traci Bingham	1968	null	actress	tt3572718,tt0096542,tt0114608,tt0373163
nm0000944	Antonia Bird	1951	2013	director,producer	tt0263181,tt0110889,tt0119092,tt0129332
nm0000945	Jane Birkin	1946	null	actress,soundtrack,director	tt0083908,tt0060176,tt0077413,tt0901473
nm0000946	Whit Bissell	1909	1996	actor,soundtrack	tt0046876,tt0054387,tt0070723,tt0054047
nm0000947	Karen Black	1939	2013	actress,soundtrack,writer	tt0065724,tt0073440,tt0251736,tt0071577
nm0000948	Shane Black	1961	null	writer,actor,director	tt0373469,tt3799694,tt0093773,tt1300854
nm0000949	Cate Blanchett	1969	null	actress,producer,writer	tt0338751,tt0120737,tt2334873,tt2402927
nm0000950	Brenda Blethyn	1946	null	actress,soundtrack,writer	tt0147004,tt0195234,tt0117589,tt0414387
nm0000951	Joan Blondell	1906	1979	actress,soundtrack	tt0077631,tt0079672,tt0050307,tt0059037
nm0000952	Hart Bochner	1956	null	actor,director,writer	tt0078902,tt0106364,tt0095016,tt0088206
nm0000953	Peter Bogdanovich	1939	2022	actor,director,writer	tt0070510,tt0063671,tt0067328,tt0079843
nm0000954	Jon Bon Jovi	1962	null	music_artist,soundtrack,actor	tt0384286,tt1389096,tt0100994,tt0141926
nm0000955	Ward Bond	1903	1960	actor,soundtrack	tt0033870,tt0038650,tt0049730,tt0045061
nm0000956	Lisa Bonet	1967	null	actress,director,soundtrack	tt0092563,tt0146882,tt0086687,tt0120660
nm0000957	Jan de Bont	1943	null	cinematographer,camera_department,producer	tt0181689,tt0111257,tt0117998,tt0171363
nm0000958	John Boorman	1933	null	producer,director,writer	tt0068473,tt0093209,tt0082348,tt0120706
nm0000959	Powers Boothe	1948	2017	actor,soundtrack	tt0401792,tt0114576,tt0087985,tt0848228
nm0000960	Barry Bostwick	1945	null	actor,soundtrack,producer	tt0073629,tt0084316,tt0070544,tt0117723
nm0000961	Timothy Bottoms	1951	null	actor,producer	tt0067277,tt0067328,tt0070509,tt0363589
nm0000962	Carole Bouquet	1957	null	actress,director	tt0098520,tt0281364,tt0398664,tt0082398
nm0000963	Stephen Boyd	1931	1977	actor,soundtrack,producer	tt0060397,tt0059219,tt0060801,tt0052618
nm0000964	Charles Boyer	1899	1978	actor,producer,soundtrack	tt0036855,tt0028739,tt0029855,tt0033722
nm0000965	Danny Boyle	1956	null	director,producer,actor	tt0289043,tt0111149,tt1010048,tt1542344
nm0000966	Lorraine Bracco	1954	null	actress,producer,director	tt0099685,tt0141842,tt0112461,tt0104839
nm0000967	Eric Braeden	1941	null	actor,producer	tt0069658,tt0064177,tt0067065,tt0120338
nm0000968	Sonia Braga	1950	null	actress,producer,soundtrack	tt0077452,tt0089424,tt0095654
nm0000969	Lillo Brancato	1976	null	actor,producer	tt0112740,tt0110971,tt0180052,tt0106489
nm0000970	Jonathan Brandis	1976	2003	actor,miscellaneous,director	tt0100240,tt0106126,tt0099864,tt0104670
nm0000971	Nicoletta Braschi	1960	null	actress,producer	tt0090967,tt6752992,tt0118799,tt0102164
nm0000972	Tinto Brass	1933	null	actor,director,writer	tt0169806,tt0080491,tt0065161,tt0057942
nm0000973	Benjamin Bratt	1963	null	actor,producer,director	tt0212346,tt0106697,tt2380307,tt0181865
nm0000974	Walter Brennan	1894	1974	actor,soundtrack	tt0037382,tt0040724,tt0053221,tt0033253
nm0000975	Robert Bresson	1901	1999	writer,director,editor	tt0060138,tt0061996,tt0049902,tt0042619
nm0000976	Martin Brest	1951	null	director,actor,producer	tt0119643,tt0105323,tt0095631,tt0086960
nm0000977	Beau Bridges	1941	null	actor,director,producer	tt0097322,tt0413895,tt0467197,tt1033575
nm0000978	Lloyd Bridges	1913	1998	actor,soundtrack,director	tt0080339,tt0102059,tt0107144,tt0083530
nm0000979	Wilford Brimley	1934	2020	actor,stunts	tt0119360,tt0084787,tt0088933,tt0087781
nm0000980	Jim Broadbent	1949	null	actor,writer,soundtrack	tt1431181,tt1007029,tt0217505,tt0203009
nm0000981	James Brolin	1940	null	actor,producer,director	tt0070909,tt0181865,tt0078767,tt0077294
nm0000982	Josh Brolin	1968	null	actor,producer,director	tt4154796,tt1791528,tt4154756,tt0477348
nm0000983	Albert Brooks	1947	null	actor,soundtrack,writer	tt0092699,tt0101698,tt0780504,tt0089504
nm0000984	Avery Brooks	1948	null	actor,director,music_department	tt0179626,tt0106145,tt0120586,tt0120609
nm0000985	James L. Brooks	1940	null	writer,producer,miscellaneous	tt0092699,tt0119822,tt0086425,tt0065314
nm0000986	Bryan Brown	1947	null	actor,producer,writer	tt0094889,tt0080310,tt2404233,tt0145547
nm0000987	Jim Brown	1936	null	actor,producer,director	tt0146838,tt0093894,tt0061578,tt0116996
nm0000988	Jerry Bruckheimer	1943	null	producer,music_department,actor	tt0449088,tt0210945,tt0120591,tt0383574
nm0000989	Yul Brynner	1920	1985	actor,director,producer	tt0049408,tt0054047,tt0049833,tt0070909
nm0000990	Betty Buckley	1947	null	actress,soundtrack,composer	tt0074285,tt0949731,tt4972582,tt0095174
nm0000991	Geneviève Bujold	1942	null	actress,soundtrack,writer	tt0064030,tt0077355,tt0094964,tt0079592
nm0000992	Billie Burke	1884	1970	actress,soundtrack	tt0023948,tt0032138,tt0030442,tt0029682
nm0000993	Carol Burnett	1933	null	soundtrack,actress,producer	tt0083564,tt0082405,tt0061240,tt0105017
nm0000994	Raymond Burr	1917	1993	actor,production_manager,director	tt0087344,tt0047396,tt0061266,tt0197521
nm0000995	Ellen Burstyn	1932	null	actress,producer,soundtrack	tt11161474,tt0180093,tt0071115,tt0070047
nm0000996	LeVar Burton	1957	null	actor,director,producer	tt0253754,tt0117731,tt0120844,tt0111280
nm0000997	Gary Busey	1944	null	actor,soundtrack,producer	tt0077280,tt0102685,tt0105690,tt0093409
nm0000998	Jake Busey	1971	null	actor,producer,music_department	tt0118884,tt0120201,tt0116365,tt0309698
nm0000999	Red Buttons	1919	2006	actor,soundtrack,writer	tt0056059,tt0069113,tt0076538,tt0050933
nm0001000	Tom Byron	1961	null	actor,director,producer	tt0097039,tt0151056,tt0178845,tt2059288
